Turf Name,Location,Landmark,Price Per Hour,Rating,Number of Reviews,Open Time,Close Time,Available on Weekend,Turf Type,Amenities,Contact Number,Latitude,Longitude,Maintenance Issues (days/month),Last-Minute Cancellations/week,Year,Users Per Year
Cook-Bean Turf,Medavakkam,Close to Railway Station,401,3.8,7,05:00,23:00,Yes,7‑a‑side,"Parking, Changing Room, Canteen, Washroom",(825)424-0485x348,13.181256,80.253238,2,0,2024,4179
Mcmillan-Davis Turf,Guindy,Opposite Main Bus Stop,401,4.1,63,06:00,21:00,Yes,6‑a‑side,"Changing Room, Parking",(506)447-6587x573,13.016069,80.158139,2,2,2024,4687
Reese-Mcguire Turf,Porur,Close to Railway Station,940,3.8,30,06:00,23:00,No,5‑a‑side,"Floodlights, Changing Room",410.577.8630x40228,13.108702,80.179298,2,5,2024,4224
"Peterson, Ortega and Ruiz Turf",Pallavaram,Next to ABC Park,1180,3.6,32,05:00,22:00,Yes,7‑a‑side,"Washroom, Floodlights, Parking, Canteen",(220)306-8315,13.059465,80.163572,3,7,2024,1042
Willis Ltd Turf,T Nagar,Next to ABC Park,478,2.7,35,07:00,22:00,No,Futsal,"Changing Room, Washroom, Floodlights",(986)407-2569x261,13.037153,80.095834,0,8,2024,1345
Bennett-Oneill Turf,Medavakkam,Close to Railway Station,541,4.1,22,06:00,21:00,Yes,7‑a‑side,"Changing Room, Washroom, Canteen, Floodlights",(392)369-2183x6040,13.108125,80.079877,3,6,2024,4103
Perry Ltd Turf,Chromepet,Beside Metro Station,536,3.0,68,08:00,21:00,Yes,5‑a‑side,"Canteen, Parking, Washroom, Floodlights",964.366.7883,13.168905,80.230968,2,3,2024,3536
Hamilton Inc Turf,Porur,Next to ABC Park,1068,3.9,30,05:00,23:00,Yes,6‑a‑side,"Canteen, Washroom",(893)797-7661,13.019982,80.110815,0,5,2024,2994
Andrews PLC Turf,Guindy,Near XYZ Mall,646,3.3,75,05:00,20:00,Yes,5‑a‑side,"Washroom, Canteen",+1-663-680-2248x41388,13.137394,80.142801,3,4,2024,4985
Schneider-Gonzalez Turf,Pallavaram,Next to ABC Park,1187,4.1,21,05:00,22:00,Yes,7‑a‑side,"Parking, Canteen, Changing Room",-6840,13.062889,80.227991,3,7,2024,3219
Ellis PLC Turf,OMR,Close to Railway Station,1089,4.1,112,07:00,23:00,No,7‑a‑side,"Parking, Floodlights",001-538-747-2146,13.017874,80.123746,2,0,2024,2384
Bradley PLC Turf,Adyar,Opposite Main Bus Stop,1033,4.6,130,06:00,23:00,No,7‑a‑side,"Washroom, Parking",(517)570-0031x2546,13.039054,80.153038,0,0,2024,4638
Vazquez Inc Turf,Kilpauk,Near XYZ Mall,675,4.8,52,08:00,20:00,Yes,Futsal,"Floodlights, Washroom, Canteen, Parking",4756713010,13.098415,80.022424,2,5,2024,4849
"Arnold, Moore and Romero Turf",Medavakkam,Opposite Main Bus Stop,905,2.8,76,08:00,20:00,No,5‑a‑side,"Canteen, Parking, Washroom, Changing Room",(631)655-6878,13.000694,80.15132,0,9,2024,3701
Brown and Sons Turf,Medavakkam,Close to Railway Station,398,3.3,148,06:00,21:00,Yes,6‑a‑side,"Changing Room, Canteen",(298)549-6918,13.136533,80.182484,4,1,2024,3210
"Wilson, Anderson and Davis Turf",Tambaram,Opposite Main Bus Stop,670,3.1,52,06:00,22:00,Yes,7‑a‑side,"Changing Room, Parking",(811)814-6773,13.110012,80.013046,1,4,2024,2453
Page-Perez Turf,Porur,Beside Metro Station,1120,2.8,87,06:00,22:00,No,6‑a‑side,"Parking, Washroom",735-796-5738,13.097473,80.086888,1,0,2024,4350
Cole-Soto Turf,Kilpauk,Near XYZ Mall,669,3.0,38,05:00,22:00,No,Futsal,"Washroom, Canteen",467.450.7522x617,13.07046,80.292383,1,6,2024,1189
Liu Inc Turf,Ambattur,Near XYZ Mall,989,2.9,124,08:00,23:00,Yes,5‑a‑side,"Changing Room, Parking, Floodlights",430-520-8785,13.041866,80.200412,2,0,2024,2450
Jacobson-Castro Turf,Nungambakkam,Opposite Main Bus Stop,1188,2.6,124,07:00,21:00,Yes,5‑a‑side,"Parking, Floodlights, Canteen",001-445-980-6647x168,13.017502,80.152137,4,3,2024,956
"Maldonado, Woodward and Peters Turf",Nungambakkam,Opposite Main Bus Stop,1084,3.6,81,06:00,22:00,No,6‑a‑side,"Parking, Canteen, Changing Room",330.480.1773x2632,13.165332,80.229525,0,8,2024,2630
"Franklin, Torres and Henry Turf",Porur,Beside Metro Station,945,4.0,105,06:00,23:00,No,Futsal,"Parking, Canteen, Changing Room",-4179,13.059112,80.018393,3,0,2024,4476
Henderson and Sons Turf,Medavakkam,Next to ABC Park,572,3.7,31,06:00,22:00,Yes,7‑a‑side,"Canteen, Washroom, Changing Room",319-362-9456x547,13.069385,80.020085,0,3,2024,4744
Guerrero-Johnson Turf,Guindy,Near XYZ Mall,400,2.6,104,06:00,20:00,Yes,5‑a‑side,"Floodlights, Washroom",6538435181,13.144738,80.156316,3,5,2024,1679
Lee-Rivera Turf,Guindy,Next to ABC Park,544,3.2,13,06:00,21:00,No,5‑a‑side,"Canteen, Washroom, Parking, Changing Room",001-461-211-0775x318,13.099595,80.078718,0,5,2024,4785
"Bishop, Holloway and Munoz Turf",Nungambakkam,Opposite Main Bus Stop,1137,2.9,24,06:00,21:00,Yes,6‑a‑side,"Floodlights, Washroom, Canteen",893.286.2481x82557,13.086703,80.17958,4,7,2024,4065
Owens-Mccarty Turf,OMR,Opposite Main Bus Stop,538,3.9,139,07:00,21:00,Yes,6‑a‑side,"Washroom, Canteen, Changing Room, Parking",001-423-823-1620x424,13.118562,80.025746,3,0,2024,1382
Kidd-Thomas Turf,Kilpauk,Near XYZ Mall,704,4.8,8,08:00,21:00,No,5‑a‑side,"Washroom, Parking, Canteen",(422)220-7092x33261,13.109221,80.175842,2,6,2024,899
"Vega, Sherman and Morris Turf",Ambattur,Near XYZ Mall,1026,4.4,109,06:00,23:00,Yes,Futsal,"Canteen, Washroom",(527)668-1714x3643,13.044433,80.248669,0,0,2024,1108
Mcdonald-Daniels Turf,Velachery,Near XYZ Mall,642,3.3,138,05:00,22:00,Yes,6‑a‑side,"Washroom, Parking, Canteen, Floodlights",622-226-0932x07991,13.051326,80.15335,0,6,2024,2138
"Duncan, Johnson and Potts Turf",Velachery,Next to ABC Park,672,4.5,15,05:00,22:00,No,5‑a‑side,"Parking, Washroom, Canteen, Changing Room",001-527-305-5694x919,13.121535,80.241383,3,2,2024,2648
"Carlson, Scott and Reyes Turf",Medavakkam,Close to Railway Station,634,2.6,25,08:00,22:00,No,Futsal,"Changing Room, Canteen, Floodlights",855.299.0395x57644,13.09938,80.107412,2,7,2024,1882
Miller and Sons Turf,Kilpauk,Near XYZ Mall,473,4.8,3,06:00,20:00,No,6‑a‑side,"Canteen, Washroom",001-657-896-2876x485,13.1126,80.024122,2,2,2024,1903
"Gay, Zamora and Perry Turf",Anna Nagar,Close to Railway Station,1107,4.9,101,08:00,20:00,Yes,7‑a‑side,"Floodlights, Canteen, Parking, Washroom",001-311-969-6736x70277,13.034641,80.083509,4,0,2024,1319
"Owens, Young and Morgan Turf",Velachery,Beside Metro Station,880,2.9,44,06:00,20:00,Yes,7‑a‑side,"Floodlights, Changing Room, Washroom",(859)434-9891x545,13.135776,80.025443,2,7,2024,3792
Morrison-Ramirez Turf,Medavakkam,Near XYZ Mall,766,3.1,116,05:00,22:00,Yes,7‑a‑side,"Washroom, Changing Room, Floodlights, Canteen",(543)201-7743,13.197671,80.175716,2,2,2024,1319
"Pollard, Petersen and Nelson Turf",Velachery,Opposite Main Bus Stop,431,4.8,115,06:00,23:00,Yes,Futsal,"Washroom, Changing Room, Canteen",(395)629-0276,13.126746,80.151148,2,1,2024,919
Weaver-Davis Turf,Tambaram,Near XYZ Mall,1052,3.4,135,06:00,23:00,Yes,6‑a‑side,"Changing Room, Canteen, Parking",001-569-873-6488x76073,13.173152,80.110365,1,0,2024,4719
"Thompson, Barrett and Walsh Turf",Tambaram,Near XYZ Mall,739,4.4,31,05:00,23:00,No,Futsal,"Canteen, Changing Room, Floodlights",001-207-983-6169x03551,13.181571,80.105756,4,2,2024,3802
Arellano-Phillips Turf,Kilpauk,Beside Metro Station,516,4.5,85,08:00,23:00,No,7‑a‑side,"Floodlights, Canteen",998-218-0712x82755,13.184106,80.098392,0,1,2024,2008
Wise-Olsen Turf,Kodambakkam,Close to Railway Station,384,2.6,70,05:00,23:00,No,7‑a‑side,"Washroom, Floodlights, Changing Room, Canteen",(256)311-9761x930,13.026843,80.292908,3,1,2024,1267
"Hayes, Griffin and Evans Turf",T Nagar,Near XYZ Mall,503,3.4,51,08:00,22:00,No,7‑a‑side,"Canteen, Washroom",9786220328,13.199015,80.189832,0,5,2024,2544
"Taylor, Taylor and Cannon Turf",Adyar,Next to ABC Park,351,3.0,103,07:00,23:00,Yes,7‑a‑side,"Canteen, Changing Room, Washroom, Parking",001-440-378-5034x7241,13.1427,80.221391,4,0,2024,2639
Craig Ltd Turf,Anna Nagar,Close to Railway Station,912,3.1,99,07:00,20:00,No,6‑a‑side,"Canteen, Parking",555-979-9170,13.028621,80.171484,3,1,2024,3529
Cobb-Jones Turf,Pallavaram,Next to ABC Park,1136,4.9,98,08:00,21:00,Yes,Futsal,"Floodlights, Washroom, Changing Room",2227766112,13.160856,80.109379,4,5,2024,2049
Gonzalez Group Turf,Pallavaram,Opposite Main Bus Stop,646,3.8,144,06:00,20:00,Yes,7‑a‑side,"Canteen, Washroom, Floodlights, Parking",(955)704-3284x043,13.084643,80.053565,2,2,2024,2264
Garcia-Wilson Turf,Medavakkam,Beside Metro Station,661,3.8,86,07:00,23:00,No,7‑a‑side,"Changing Room, Canteen",4102052918,13.153912,80.168659,3,3,2024,3145
Wilson Ltd Turf,T Nagar,Close to Railway Station,393,3.9,76,06:00,21:00,No,5‑a‑side,"Parking, Changing Room",+1-374-562-2314x53047,13.078527,80.15306,2,0,2024,4216
"Fletcher, Price and Rhodes Turf",Nungambakkam,Close to Railway Station,476,2.7,115,08:00,23:00,Yes,5‑a‑side,"Canteen, Washroom",+1-727-407-1402x498,13.140965,80.248678,0,7,2024,4981
Olson-Francis Turf,Kilpauk,Next to ABC Park,486,4.2,76,05:00,22:00,Yes,6‑a‑side,"Changing Room, Canteen, Floodlights",(364)249-8227x07891,13.047719,80.244655,0,6,2024,2793
Mitchell Inc Turf,Anna Nagar,Near XYZ Mall,1169,2.7,28,07:00,23:00,Yes,5‑a‑side,"Changing Room, Canteen",001-227-502-7537,13.088955,80.046909,3,6,2024,3208
Wade-Kramer Turf,Nungambakkam,Opposite Main Bus Stop,1063,4.2,74,08:00,21:00,Yes,5‑a‑side,"Parking, Floodlights, Washroom, Canteen",-9642,13.006405,80.075253,3,2,2024,1400
Berg-Hoover Turf,Guindy,Beside Metro Station,830,3.5,12,08:00,22:00,Yes,Futsal,"Canteen, Floodlights, Changing Room, Parking",219-563-2122,13.170564,80.10845,4,9,2024,3584
"Marquez, Ross and Becker Turf",Ambattur,Beside Metro Station,428,4.8,83,07:00,23:00,Yes,Futsal,"Washroom, Floodlights",(923)344-2873,13.004911,80.149407,4,9,2024,2509
"Melton, Alvarez and Allen Turf",Perungudi,Next to ABC Park,874,3.6,135,06:00,23:00,Yes,7‑a‑side,"Canteen, Floodlights, Parking",3068365747,13.001061,80.040361,2,2,2024,741
Fisher LLC Turf,Adyar,Near XYZ Mall,508,4.7,71,08:00,20:00,No,Futsal,"Canteen, Parking, Changing Room, Floodlights",241.951.9213,13.130096,80.072319,3,1,2024,2885
"Murphy, Morgan and Ortiz Turf",Ambattur,Close to Railway Station,719,4.8,4,05:00,22:00,Yes,Futsal,"Floodlights, Parking, Changing Room",(503)588-2230x625,13.033556,80.034569,0,0,2024,4768
"Lucas, Le and Oconnor Turf",Nungambakkam,Close to Railway Station,920,4.1,44,06:00,21:00,No,Futsal,"Floodlights, Canteen, Parking",6837133287,13.1438,80.087923,4,6,2024,1171
Patterson-Mason Turf,Adyar,Beside Metro Station,561,4.4,10,07:00,21:00,No,Futsal,"Changing Room, Washroom, Parking",001-730-297-6762x82919,13.03651,80.282638,4,6,2024,663
"Salinas, Gonzalez and Craig Turf",Kilpauk,Next to ABC Park,608,4.1,150,06:00,21:00,No,7‑a‑side,"Floodlights, Changing Room, Canteen",949-530-3189x3989,13.170114,80.105015,0,1,2024,964
House Ltd Turf,Chromepet,Near XYZ Mall,915,3.1,43,06:00,20:00,No,6‑a‑side,"Canteen, Parking",001-567-700-9350,13.053398,80.096064,4,6,2024,3542
Jones-Smith Turf,OMR,Close to Railway Station,413,4.3,88,06:00,21:00,Yes,5‑a‑side,"Canteen, Changing Room, Washroom, Parking",6457185236,13.149896,80.001807,2,7,2024,2942
Thompson-Martinez Turf,Tambaram,Opposite Main Bus Stop,746,4.3,142,06:00,20:00,Yes,6‑a‑side,"Canteen, Washroom, Floodlights",768-493-5813x27826,13.180455,80.259532,3,0,2024,2855
"Spencer, Bowers and Crawford Turf",Perungudi,Close to Railway Station,1037,3.6,71,05:00,23:00,Yes,6‑a‑side,"Parking, Canteen, Washroom",001-831-716-8251x7178,13.147553,80.172512,0,8,2024,4778
Mckenzie Group Turf,Nungambakkam,Next to ABC Park,1158,3.1,102,07:00,20:00,Yes,Futsal,"Canteen, Washroom, Changing Room, Floodlights",370-509-9564,13.116885,80.053808,3,6,2024,3057
"Evans, Harris and Roberts Turf",Perungudi,Close to Railway Station,1037,3.8,84,06:00,21:00,No,7‑a‑side,"Canteen, Changing Room, Washroom, Parking",001-670-315-5865x5674,13.076576,80.091531,4,2,2024,1045
Peters Ltd Turf,Mylapore,Close to Railway Station,928,4.3,79,07:00,20:00,No,Futsal,"Changing Room, Parking, Floodlights",634-810-2916,13.060427,80.129096,4,7,2024,4335
"Williams, Phillips and Marsh Turf",Tambaram,Opposite Main Bus Stop,843,3.2,80,07:00,21:00,Yes,Futsal,"Floodlights, Parking",621.244.2361x4504,13.087239,80.29962,0,6,2024,1093
"Butler, Wood and Jackson Turf",Nungambakkam,Near XYZ Mall,818,3.5,71,07:00,21:00,No,5‑a‑side,"Washroom, Parking, Canteen",824.999.5795x9854,13.098416,80.134209,2,7,2024,4304
Adams-Davis Turf,Mylapore,Close to Railway Station,536,3.5,125,07:00,20:00,No,7‑a‑side,"Parking, Washroom",8084782938,13.085739,80.014336,1,5,2024,1959
Moore Group Turf,Tambaram,Beside Metro Station,1019,4.8,35,06:00,21:00,Yes,7‑a‑side,"Floodlights, Parking, Canteen",(392)249-7296,13.140711,80.181646,0,8,2024,3993
Mckee Group Turf,T Nagar,Next to ABC Park,506,4.8,67,05:00,22:00,Yes,7‑a‑side,"Washroom, Parking, Floodlights, Canteen",(862)626-5949x567,13.036479,80.174163,1,4,2024,3101
Ryan-Daniels Turf,Pallavaram,Close to Railway Station,638,4.7,130,06:00,21:00,No,5‑a‑side,"Changing Room, Canteen, Parking, Washroom",209-278-9251x755,13.080578,80.197806,1,2,2024,2944
Quinn and Sons Turf,Medavakkam,Near XYZ Mall,1100,5.0,45,08:00,22:00,Yes,Futsal,"Floodlights, Parking",240.349.6957,13.129075,80.146708,2,2,2024,3172
Anderson Ltd Turf,Medavakkam,Beside Metro Station,641,3.6,25,08:00,23:00,Yes,5‑a‑side,"Canteen, Floodlights, Changing Room",+1-249-650-6613x50512,13.066987,80.095556,1,0,2024,4700
Shelton PLC Turf,Mylapore,Beside Metro Station,503,3.4,73,08:00,21:00,No,Futsal,"Washroom, Parking, Floodlights",001-397-895-9117x5228,13.055811,80.110364,1,7,2024,516
Munoz-King Turf,Kodambakkam,Opposite Main Bus Stop,336,4.7,93,07:00,21:00,Yes,5‑a‑side,"Floodlights, Canteen, Parking, Washroom",946-819-8935x2023,13.014524,80.080627,2,1,2024,3691
"Dunn, Avery and Jones Turf",Kodambakkam,Near XYZ Mall,958,2.7,71,05:00,21:00,Yes,5‑a‑side,"Parking, Canteen",561.506.8143,13.169822,80.239234,1,2,2024,892
Curry-Garcia Turf,Adyar,Opposite Main Bus Stop,1173,3.7,84,05:00,22:00,Yes,6‑a‑side,"Washroom, Parking, Canteen",380.658.1373x722,13.011888,80.019827,1,7,2024,924
Hunt-Chen Turf,Tambaram,Opposite Main Bus Stop,501,4.7,6,06:00,22:00,No,7‑a‑side,"Floodlights, Changing Room",001-329-221-4332x843,13.136407,80.041141,1,7,2024,1071
"Davidson, Williams and Hines Turf",Ambattur,Opposite Main Bus Stop,1175,4.6,109,08:00,23:00,Yes,Futsal,"Changing Room, Washroom",621-860-0075x2441,13.093098,80.28014,0,3,2024,4131
Watts LLC Turf,Perungudi,Close to Railway Station,820,2.5,81,05:00,21:00,No,Futsal,"Washroom, Changing Room, Canteen",775.385.4637,13.093729,80.12664,0,3,2024,1620
Wall-Lane Turf,OMR,Beside Metro Station,730,4.8,22,05:00,20:00,Yes,7‑a‑side,"Canteen, Parking, Washroom, Changing Room",976.523.0114x501,13.075908,80.256653,0,4,2024,741
"Pierce, Becker and Schultz Turf",Guindy,Next to ABC Park,1167,4.4,42,05:00,22:00,No,5‑a‑side,"Floodlights, Canteen, Parking",763-912-6263x30468,13.05714,80.004916,2,5,2024,4397
"Edwards, Walters and Carter Turf",Adyar,Next to ABC Park,787,3.6,117,06:00,20:00,No,Futsal,"Canteen, Changing Room, Floodlights",001-825-380-2830x44142,13.099019,80.017596,4,4,2024,4595
York LLC Turf,Porur,Near XYZ Mall,1186,3.4,36,08:00,23:00,Yes,7‑a‑side,"Changing Room, Washroom, Floodlights",+1-911-342-5443x691,13.062556,80.056678,1,6,2024,2779
Nelson-Wilson Turf,T Nagar,Close to Railway Station,792,3.1,56,07:00,21:00,No,7‑a‑side,"Washroom, Parking",001-759-387-5884x269,13.152339,80.006357,1,1,2024,1288
Choi-Davis Turf,Perungudi,Next to ABC Park,807,5.0,52,06:00,22:00,No,5‑a‑side,"Washroom, Canteen, Floodlights, Parking",001-911-257-0926x80075,13.144204,80.202459,2,6,2024,1214
"Richmond, Smith and Nelson Turf",Velachery,Close to Railway Station,576,3.2,16,05:00,21:00,No,7‑a‑side,"Canteen, Parking, Changing Room, Floodlights",001-290-205-8493x5990,13.076264,80.229369,1,9,2024,3349
"Schaefer, Gilbert and Jones Turf",Tambaram,Near XYZ Mall,540,4.1,52,07:00,21:00,No,5‑a‑side,"Floodlights, Canteen, Washroom, Changing Room",001-353-462-3455,13.153971,80.050913,0,6,2024,1275
"Wall, Herrera and Barnes Turf",OMR,Next to ABC Park,1023,5.0,63,05:00,20:00,No,6‑a‑side,"Washroom, Parking, Changing Room, Floodlights",3865302460,13.146404,80.202812,4,0,2024,4526
Mason Ltd Turf,Chromepet,Beside Metro Station,330,4.2,140,08:00,22:00,Yes,7‑a‑side,"Canteen, Washroom, Floodlights, Parking",411.417.3826x03534,13.03355,80.014315,3,6,2024,2747
"Hoover, Morton and Nguyen Turf",Chromepet,Beside Metro Station,341,4.8,137,05:00,20:00,Yes,Futsal,"Washroom, Parking, Changing Room, Canteen",001-216-746-4008x0641,13.122706,80.250896,1,4,2024,578
Boone Inc Turf,Porur,Beside Metro Station,978,3.5,144,05:00,23:00,No,7‑a‑side,"Washroom, Parking, Changing Room",001-273-438-5050x376,13.014536,80.264013,0,2,2024,4426
Wilson-Rodriguez Turf,Ambattur,Beside Metro Station,651,4.0,87,08:00,22:00,Yes,7‑a‑side,"Washroom, Canteen, Parking",280-589-0818x997,13.008806,80.125601,3,2,2024,1355
Johnson-Hill Turf,Kodambakkam,Close to Railway Station,1092,4.6,5,08:00,20:00,Yes,Futsal,"Washroom, Parking, Floodlights",660-941-9127,13.182018,80.177826,4,3,2024,2648
Weeks-Lopez Turf,Tambaram,Near XYZ Mall,509,4.1,122,05:00,22:00,Yes,7‑a‑side,"Floodlights, Canteen, Washroom",(288)613-3860x1916,13.020952,80.042527,3,1,2024,1531
Fritz Ltd Turf,Ambattur,Opposite Main Bus Stop,783,4.5,39,08:00,20:00,No,5‑a‑side,"Washroom, Parking",-10678,13.104194,80.226909,0,1,2024,3771
"Wells, Ward and Scott Turf",Velachery,Beside Metro Station,327,4.2,75,08:00,21:00,Yes,5‑a‑side,"Parking, Floodlights, Changing Room",2326770202,13.020181,80.263495,3,0,2024,4076
"Cline, Ramirez and Martin Turf",Medavakkam,Opposite Main Bus Stop,520,3.3,128,08:00,21:00,Yes,7‑a‑side,"Parking, Canteen",422-845-5525,13.141191,80.090632,2,4,2024,4682
"Long, Taylor and Hernandez Turf",Kodambakkam,Opposite Main Bus Stop,969,4.0,139,07:00,22:00,Yes,6‑a‑side,"Canteen, Floodlights",-10459,13.000749,80.293282,3,3,2024,3956
Choi-Aguirre Turf,Kilpauk,Beside Metro Station,394,3.5,82,06:00,21:00,Yes,6‑a‑side,"Floodlights, Parking",(474)728-8061,13.128299,80.117806,1,9,2024,4006
"Stewart, Hughes and Young Turf",Medavakkam,Next to ABC Park,768,4.3,134,05:00,23:00,Yes,7‑a‑side,"Parking, Floodlights",240-666-4818x234,13.04492,80.069974,1,1,2024,907
Lee-Martinez Turf,Chromepet,Next to ABC Park,755,4.8,17,06:00,21:00,Yes,6‑a‑side,"Washroom, Parking, Changing Room",787-928-4570x3536,13.155418,80.031698,2,2,2024,3211
"Nunez, Smith and Bray Turf",Kodambakkam,Near XYZ Mall,838,3.0,111,05:00,22:00,No,Futsal,"Parking, Washroom, Canteen, Floodlights",+1-716-439-8697x305,13.087063,80.037335,0,6,2024,3588
"Shaw, Thomas and Flores Turf",Nungambakkam,Close to Railway Station,819,2.6,45,08:00,22:00,No,7‑a‑side,"Washroom, Changing Room, Canteen",2908019879,13.150752,80.290448,1,6,2024,2168
Young-Moore Turf,Kodambakkam,Near XYZ Mall,1190,3.5,72,06:00,22:00,No,6‑a‑side,"Changing Room, Floodlights",001-679-515-9624x576,13.198396,80.064454,4,3,2024,647
Rogers-Parker Turf,T Nagar,Close to Railway Station,952,4.6,52,07:00,21:00,No,5‑a‑side,"Floodlights, Changing Room, Washroom, Parking",270.238.5155,13.054485,80.024026,1,4,2024,4827
Williams-Ward Turf,Guindy,Close to Railway Station,802,4.7,117,05:00,20:00,No,7‑a‑side,"Washroom, Floodlights, Canteen",9987582662,13.103352,80.268124,1,4,2024,4397
"Saunders, Sellers and Meyer Turf",Ambattur,Opposite Main Bus Stop,1167,3.9,29,08:00,21:00,No,Futsal,"Canteen, Changing Room",367.292.5583x93573,13.041836,80.222686,0,5,2024,2450
Fuentes Group Turf,T Nagar,Opposite Main Bus Stop,1102,5.0,91,05:00,23:00,No,5‑a‑side,"Canteen, Changing Room",420-526-9732,13.192929,80.116831,3,8,2024,865
"Pittman, Travis and Evans Turf",Guindy,Close to Railway Station,923,3.2,96,05:00,22:00,No,5‑a‑side,"Changing Room, Parking, Canteen",+1-282-828-5664x2520,13.020977,80.044732,1,1,2024,2174
Francis LLC Turf,T Nagar,Beside Metro Station,566,3.6,4,05:00,22:00,Yes,6‑a‑side,"Washroom, Changing Room, Floodlights",001-507-870-4879x54523,13.195562,80.262567,2,4,2024,4994
"Murphy, Baker and Benson Turf",Perungudi,Close to Railway Station,962,3.5,95,07:00,22:00,No,7‑a‑side,"Floodlights, Washroom, Canteen",+1-875-673-2731x796,13.132926,80.077904,3,2,2024,3046
Livingston Ltd Turf,Anna Nagar,Beside Metro Station,620,2.7,10,06:00,22:00,Yes,6‑a‑side,"Changing Room, Floodlights, Parking",001-201-812-8039x40633,13.083193,80.087431,4,3,2024,1062
Vasquez Ltd Turf,Nungambakkam,Next to ABC Park,935,3.1,92,08:00,20:00,Yes,6‑a‑side,"Floodlights, Washroom, Canteen, Parking",500-520-8187,13.015201,80.197023,0,9,2024,4062
"Gray, Humphrey and Sutton Turf",Nungambakkam,Beside Metro Station,696,4.8,94,07:00,22:00,No,7‑a‑side,"Changing Room, Canteen, Washroom",751.995.9830x156,13.130931,80.01329,4,5,2024,2989
"Wood, Hopkins and Lee Turf",Nungambakkam,Next to ABC Park,1130,3.0,15,05:00,21:00,Yes,6‑a‑side,"Changing Room, Washroom, Canteen",+1-381-848-4624x6115,13.159999,80.102968,3,7,2024,1272
"Burgess, Crosby and Waller Turf",Pallavaram,Close to Railway Station,349,3.9,138,05:00,22:00,Yes,Futsal,"Floodlights, Parking, Canteen, Washroom",990.214.8808,13.065032,80.107859,3,0,2024,2537
Stanley Group Turf,Ambattur,Opposite Main Bus Stop,312,3.6,116,08:00,23:00,Yes,5‑a‑side,"Washroom, Canteen",(627)239-8150,13.136135,80.189567,3,9,2024,3923
Shepard-Fowler Turf,Mylapore,Near XYZ Mall,1194,4.4,47,05:00,20:00,No,7‑a‑side,"Canteen, Floodlights, Washroom",444.769.4845x64296,13.006348,80.045774,4,7,2024,3067
"Hurst, Salinas and Williams Turf",Perungudi,Near XYZ Mall,833,2.5,143,07:00,20:00,No,Futsal,"Changing Room, Canteen",3719588912,13.179891,80.202501,3,6,2024,2073
"Watkins, Osborn and White Turf",Perungudi,Next to ABC Park,412,2.7,22,08:00,23:00,Yes,5‑a‑side,"Changing Room, Canteen, Washroom, Parking",+1-574-557-4986x1749,13.181993,80.261971,4,0,2024,4194
Curry LLC Turf,Kodambakkam,Opposite Main Bus Stop,681,2.9,97,07:00,20:00,No,5‑a‑side,"Canteen, Changing Room",9848146439,13.032872,80.011378,3,1,2024,3791
Middleton Ltd Turf,OMR,Next to ABC Park,863,4.7,28,06:00,22:00,No,7‑a‑side,"Canteen, Changing Room",719.440.9162x524,13.17739,80.17496,2,2,2024,1746
Stone Inc Turf,T Nagar,Near XYZ Mall,348,3.0,23,05:00,21:00,Yes,5‑a‑side,"Floodlights, Canteen",618-559-7091,13.152878,80.028029,3,0,2024,4219
Jenkins-Jones Turf,Tambaram,Close to Railway Station,866,3.4,57,06:00,23:00,No,Futsal,"Parking, Changing Room",398.825.7199,13.19703,80.049369,4,8,2024,4339
"Odonnell, Williams and Carey Turf",Tambaram,Close to Railway Station,1003,3.2,131,06:00,23:00,No,6‑a‑side,"Washroom, Parking, Floodlights",001-509-505-8316x90178,13.014783,80.219751,1,7,2024,859
Ball Ltd Turf,Velachery,Beside Metro Station,355,2.9,124,06:00,23:00,Yes,5‑a‑side,"Changing Room, Floodlights",(608)509-1504,13.17709,80.139224,3,1,2024,2876
Hanson Group Turf,Ambattur,Beside Metro Station,942,3.0,37,08:00,21:00,Yes,7‑a‑side,"Floodlights, Washroom",876.329.3994x77091,13.07623,80.243397,1,8,2024,3509
"Anderson, Campbell and Reeves Turf",Medavakkam,Close to Railway Station,590,3.2,132,05:00,20:00,Yes,7‑a‑side,"Parking, Canteen, Changing Room, Washroom",001-562-346-9065x301,13.105982,80.2035,2,6,2024,3493
Ryan Inc Turf,Chromepet,Next to ABC Park,452,2.6,87,08:00,23:00,No,7‑a‑side,"Canteen, Parking",510-335-3243,13.032685,80.264349,0,8,2024,1462
"Ray, Fowler and Nelson Turf",T Nagar,Close to Railway Station,712,4.9,132,07:00,22:00,Yes,Futsal,"Changing Room, Washroom",400.997.7115,13.06028,80.035918,2,5,2024,4132
"Graham, Chandler and Wright Turf",Ambattur,Beside Metro Station,1156,2.7,62,08:00,21:00,Yes,7‑a‑side,"Changing Room, Canteen",3638662773,13.113134,80.240534,3,5,2024,2327
Hunter and Sons Turf,Perungudi,Next to ABC Park,1196,4.2,143,07:00,20:00,No,Futsal,"Canteen, Parking, Washroom",-8774,13.096063,80.057925,1,3,2024,2113
Griffith-Contreras Turf,Kodambakkam,Near XYZ Mall,779,3.4,55,08:00,23:00,No,Futsal,"Canteen, Parking",959-888-6333x0848,13.135567,80.114845,1,9,2024,2140
